service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description
30513,6,Nguyen and Sons,1,05/09/2023,02:49:42,300,300,AM,Management,Legal Consultation
30514,4,Munoz-Sampson,2,07/01/2023,08:47:43,1200,2400,EM,Tax,Market Analysis
30515,7,Petersen-Chavez,2,30/01/2023,03:09:41,600,1200,AM,Audit,Annual Tax Filing
30516,9,Cox-Ramirez,2,13/09/2023,14:45:44,900,1800,EM,Management,Market Analysis
30517,9,Foley and Sons,5,16/03/2023,02:58:58,1200,6000,AM,Management,Strategy Consulting
30518,2,Martin and Sons,2,21/08/2023,23:25:23,900,1800,AM,Advisory,Annual Tax Filing
30519,4,Powell-Stevenson,5,05/11/2023,12:43:08,600,3000,EA,Audit,Annual Tax Filing
30520,9,Holmes-Thomas,7,30/06/2023,04:20:30,900,6300,AM,Management,Annual Tax Filing
30521,7,Harper PLC,4,17/03/2023,13:41:10,1500,6000,AM,Audit,Quarterly Review
30522,1,"Floyd, Jones and Hil",5,02/10/2023,02:39:56,1200,6000,EA,Audit,Quarterly Review
30523,5,Bryant Ltd,5,28/07/2023,04:57:02,1200,6000,AP,Management,Quarterly Review
30524,3,Dominguez-Leonard,7,29/03/2023,10:58:54,300,2100,AM,Advisory,Quarterly Review
30525,9,Gaines-Brown,4,20/09/2023,05:38:42,1500,6000,EA,Tax,Quarterly Review
30526,9,Baker PLC,3,28/02/2023,08:57:12,600,1800,AM,Advisory,Market Analysis
30527,4,"Sutton, Camacho and ",4,10/07/2023,05:43:54,300,1200,AM,Advisory,Strategy Consulting
30528,2,"Jordan, Ramos and Ki",3,31/01/2023,16:55:10,1500,4500,EA,Audit,Market Analysis
30529,9,Cook-Bryant,2,05/02/2023,06:03:25,300,600,EM,Tax,Market Analysis
30530,1,Pham-Walker,7,27/08/2023,10:31:07,600,4200,EM,Advisory,Legal Consultation
30531,6,Malone PLC,5,04/01/2023,05:53:33,300,1500,EM,Legal,Market Analysis
30532,6,"Brewer, Taylor and H",1,07/03/2023,08:10:44,1500,1500,EM,Management,Market Analysis
30533,4,"Jackson, Gutierrez a",8,14/11/2023,04:43:05,300,2400,AM,Audit,Strategy Consulting
30534,1,Martin LLC,8,29/10/2023,15:46:21,900,7200,AP,Legal,Market Analysis
30535,8,"Avery, Walsh and Wil",7,08/12/2023,01:45:15,1500,10500,AP,Legal,Strategy Consulting
30536,9,Douglas-Roberts,1,28/06/2023,15:00:16,900,900,AP,Legal,Quarterly Review
30537,8,Douglas Group,6,16/01/2023,20:07:43,1500,9000,AP,Tax,Legal Consultation
30538,5,Bowers-Mueller,4,16/09/2023,06:40:45,1200,4800,EM,Management,Annual Tax Filing
30539,9,"Adams, Ware and Grim",1,21/10/2023,22:19:51,1500,1500,EM,Tax,Legal Consultation
30540,3,Lewis and Sons,2,24/12/2023,10:48:06,600,1200,AM,Legal,Quarterly Review
30541,8,"Moody, Gray and Rive",1,21/04/2023,01:16:41,300,300,EM,Legal,Legal Consultation
30542,2,"Baker, Rodriguez and",7,17/01/2023,21:30:09,300,2100,AM,Management,Annual Tax Filing
30543,1,Dixon-Holmes,1,29/04/2023,08:31:04,900,900,AP,Legal,Quarterly Review
30544,1,Hogan-Stanley,5,05/09/2023,18:16:52,600,3000,EM,Management,Annual Tax Filing
30545,8,Gomez-Jackson,2,04/10/2023,14:29:27,1500,3000,EM,Audit,Quarterly Review
30546,1,"Castro, Cook and Gon",8,05/05/2023,00:09:00,1500,12000,AM,Legal,Legal Consultation
30547,2,"Holmes, Young and Co",5,16/12/2023,11:23:45,300,1500,AP,Audit,Annual Tax Filing
30548,7,"Stephens, Griffin an",7,21/02/2023,08:16:51,300,2100,EM,Legal,Strategy Consulting
30549,5,"Garcia, Wright and H",1,19/11/2023,02:05:28,1200,1200,AP,Management,Market Analysis
30550,3,Adams-Knight,1,26/01/2023,11:35:13,900,900,EM,Legal,Legal Consultation
30551,9,Whitehead Ltd,5,23/08/2023,23:01:21,600,3000,AM,Management,Strategy Consulting
30552,3,Schmitt and Sons,3,25/11/2023,22:06:10,300,900,AP,Management,Annual Tax Filing
30553,8,Martinez-Smith,3,30/05/2023,09:00:49,600,1800,AM,Audit,Strategy Consulting
30554,2,Herrera-Schroeder,6,26/11/2023,22:17:25,1200,7200,AP,Tax,Legal Consultation
30555,6,Lopez-Mccall,1,18/05/2023,20:18:07,300,300,AP,Tax,Quarterly Review
30556,2,Perez and Sons,5,28/12/2023,00:01:26,900,4500,EM,Management,Market Analysis
30557,6,Benton-Jones,4,15/04/2023,04:45:01,600,2400,EM,Advisory,Market Analysis
30558,8,Hunt Ltd,1,20/03/2023,16:10:54,600,600,AM,Management,Strategy Consulting
30559,2,"Daniels, Farrell and",3,26/04/2023,20:38:10,600,1800,AM,Audit,Market Analysis
30560,9,Evans-Houston,8,24/04/2023,06:20:37,600,4800,AM,Audit,Quarterly Review
30561,7,"Garcia, Taylor and M",7,01/04/2023,04:53:06,1500,10500,EM,Audit,Annual Tax Filing
30562,9,Lamb PLC,5,10/03/2023,13:10:08,1200,6000,AM,Legal,Market Analysis
30563,8,"Cohen, Lawrence and ",8,28/10/2023,21:40:21,1200,9600,EA,Advisory,Quarterly Review
30564,8,Ramos-Patrick,3,08/11/2023,14:45:46,1200,3600,AP,Legal,Strategy Consulting
30565,5,Ayers Inc,6,15/11/2023,05:06:09,300,1800,AP,Management,Annual Tax Filing
30566,5,"Barber, Henderson an",4,04/09/2023,07:06:05,300,1200,EM,Tax,Legal Consultation
30567,6,"Fry, Hall and Peters",7,06/01/2023,15:42:18,600,4200,EA,Advisory,Market Analysis
30568,2,Jefferson LLC,8,05/06/2023,15:10:00,300,2400,EA,Tax,Market Analysis
30569,3,Anderson and Sons,5,15/11/2023,22:13:44,1200,6000,EM,Management,Strategy Consulting
30570,5,"Bender, Martin and B",7,28/04/2023,09:02:43,1500,10500,EM,Legal,Market Analysis
30571,2,Blackwell PLC,8,05/05/2023,03:15:37,1200,9600,AP,Management,Strategy Consulting
30572,1,"Jones, Davis and And",6,18/11/2023,01:17:46,1500,9000,AM,Management,Strategy Consulting
30573,3,"Nelson, Santos and Y",1,12/09/2023,16:47:21,600,600,EM,Legal,Legal Consultation
30574,1,Petersen Inc,4,13/02/2023,14:35:04,300,1200,AP,Management,Legal Consultation
30575,9,"Johnson, Morales and",6,28/03/2023,12:45:51,1500,9000,AP,Management,Strategy Consulting
30576,9,Andersen LLC,3,06/10/2023,14:41:11,1500,4500,AM,Legal,Strategy Consulting
30577,6,Merritt Group,1,24/12/2023,05:33:42,900,900,EM,Advisory,Strategy Consulting
30578,9,Dillon PLC,5,04/08/2023,05:40:05,900,4500,AM,Management,Quarterly Review
30579,7,"Rivers, Andrews and ",4,02/11/2023,18:08:43,300,1200,AP,Advisory,Quarterly Review
30580,2,Martinez PLC,2,04/09/2023,01:31:08,600,1200,AP,Advisory,Strategy Consulting
30581,8,Williams-Peterson,4,11/09/2023,19:11:10,900,3600,EA,Legal,Quarterly Review
30582,9,Jones-Morton,3,01/07/2023,10:44:10,1200,3600,EM,Advisory,Annual Tax Filing
30583,8,Lopez-Adams,3,25/10/2023,09:31:57,600,1800,EM,Advisory,Legal Consultation
30584,3,Sullivan Group,3,30/01/2023,00:47:49,1200,3600,EA,Advisory,Quarterly Review
30585,8,Williams PLC,8,01/10/2023,07:04:57,600,4800,EM,Management,Legal Consultation
30586,6,Martinez Ltd,7,03/08/2023,05:37:43,300,2100,AM,Advisory,Quarterly Review
30587,9,"Clark, Delgado and M",7,05/11/2023,21:29:30,600,4200,AM,Tax,Market Analysis
30588,2,Baxter-Myers,1,30/11/2023,02:40:13,300,300,EA,Advisory,Market Analysis
30589,2,"Burton, Garcia and P",2,19/09/2023,22:25:08,900,1800,AM,Advisory,Legal Consultation
30590,9,"Mccarty, Phillips an",1,11/08/2023,07:13:35,900,900,EM,Legal,Market Analysis
30591,3,Johnson-Harmon,2,26/07/2023,10:31:48,1200,2400,AP,Advisory,Legal Consultation
30592,4,"Johnson, Parker and ",3,20/05/2023,09:16:52,1500,4500,EM,Legal,Annual Tax Filing
30593,4,Williams Inc,3,03/09/2023,14:37:16,300,900,AM,Management,Quarterly Review
30594,7,"Howe, Randolph and G",3,29/09/2023,11:54:33,1500,4500,EA,Advisory,Strategy Consulting
30595,4,"Garcia, Wright and H",3,03/02/2023,02:51:24,300,900,AM,Advisory,Market Analysis
30596,3,"Garrison, Hamilton a",8,03/05/2023,16:54:05,300,2400,AM,Audit,Quarterly Review
30597,6,Kirk-Suarez,7,25/10/2023,15:40:06,900,6300,AM,Management,Legal Consultation
30598,7,Fuentes-Dalton,8,21/06/2023,02:16:12,1500,12000,EA,Tax,Market Analysis
30599,6,Blake PLC,5,19/06/2023,09:30:52,300,1500,EM,Audit,Quarterly Review
30600,5,"Williams, Hodge and ",1,08/01/2023,07:19:48,900,900,AP,Management,Strategy Consulting
30601,1,Cameron and Sons,4,24/08/2023,16:11:07,1200,4800,AP,Audit,Strategy Consulting
30602,2,Best-Collins,2,15/05/2023,15:37:28,1500,3000,EM,Advisory,Legal Consultation
30603,1,Cole Group,1,29/09/2023,17:31:02,1500,1500,EM,Legal,Annual Tax Filing
30604,9,Young-Martinez,3,30/12/2023,23:38:04,1200,3600,AM,Tax,Market Analysis
30605,7,Gilmore and Sons,3,27/12/2023,15:28:53,1500,4500,EM,Advisory,Quarterly Review
30606,4,Short-Gonzalez,3,17/07/2023,03:43:16,900,2700,AM,Legal,Strategy Consulting
30607,8,Martin Ltd,6,01/04/2023,05:22:53,1200,7200,EM,Audit,Annual Tax Filing
30608,5,Parker PLC,6,23/06/2023,01:53:50,600,3600,AP,Tax,Quarterly Review
30609,8,Ford Ltd,4,12/09/2023,09:39:16,300,1200,AM,Legal,Strategy Consulting
30610,7,Mejia and Sons,1,05/08/2023,23:35:13,1200,1200,AM,Tax,Legal Consultation
30611,5,"Mcguire, Alexander a",1,21/11/2023,20:46:27,600,600,AM,Management,Strategy Consulting
30612,3,Friedman Ltd,7,14/02/2023,22:58:33,1200,8400,EM,Advisory,Strategy Consulting
30613,7,"Richards, Harris and",1,22/08/2023,08:19:28,1500,1500,EM,Legal,Legal Consultation
30614,1,Kennedy Group,7,27/12/2023,10:50:44,900,6300,EM,Advisory,Legal Consultation
30615,4,"Wilson, Patterson an",5,19/03/2023,09:27:03,300,1500,AM,Management,Strategy Consulting
30616,6,Young Group,4,11/07/2023,20:01:29,900,3600,AP,Advisory,Annual Tax Filing
30617,9,Ortiz Ltd,5,18/10/2023,01:13:44,900,4500,AP,Advisory,Quarterly Review
30618,1,Frazier-Hall,5,27/07/2023,00:51:36,1200,6000,EM,Audit,Market Analysis
30619,9,Morrison-House,6,14/01/2023,16:46:21,600,3600,AP,Legal,Quarterly Review
30620,5,Sherman-Wilson,8,07/01/2023,06:51:29,1200,9600,AP,Management,Market Analysis
30621,4,Myers Inc,4,01/01/2023,03:15:44,900,3600,EM,Tax,Market Analysis
30622,7,Fields PLC,8,22/02/2023,19:08:02,900,7200,EM,Management,Quarterly Review
30623,6,Walsh-Villegas,8,17/06/2023,15:07:03,1200,9600,AP,Advisory,Legal Consultation
30624,6,Bowman-Escobar,5,13/09/2023,11:26:44,300,1500,AP,Management,Market Analysis
30625,2,Best-Collins,1,08/02/2023,17:34:04,300,300,EM,Audit,Legal Consultation
30626,5,Ayers Inc,7,28/10/2023,15:27:03,1200,8400,EM,Legal,Strategy Consulting
30627,3,Gray PLC,6,05/01/2023,08:31:59,1200,7200,EM,Management,Annual Tax Filing
30628,5,Lee-Conrad,6,12/07/2023,09:33:42,600,3600,EM,Management,Strategy Consulting
30629,3,Wells-Smith,3,14/05/2023,23:24:19,300,900,EM,Advisory,Legal Consultation
30630,1,Wilson Ltd,2,31/08/2023,05:15:32,1200,2400,EM,Tax,Market Analysis
30631,5,"Nicholson, Santos an",3,13/11/2023,17:23:17,1500,4500,EM,Audit,Annual Tax Filing
30632,1,"Brewer, Stevens and ",6,26/03/2023,22:14:41,1500,9000,AP,Audit,Annual Tax Filing
30633,6,"Crawford, West and G",1,23/09/2023,21:05:37,1500,1500,AM,Legal,Quarterly Review
30634,2,"Fry, Ferguson and Gr",1,19/01/2023,16:57:36,900,900,EM,Advisory,Strategy Consulting
30635,4,Todd-Mitchell,1,18/02/2023,07:16:13,300,300,AP,Audit,Annual Tax Filing
30636,5,Brown Ltd,3,11/01/2023,17:04:34,900,2700,AM,Tax,Annual Tax Filing
30637,4,"Holmes, Aguirre and ",1,20/05/2023,22:52:45,300,300,EM,Management,Strategy Consulting
30638,8,Williams Ltd,5,10/12/2023,00:12:41,1500,7500,AP,Audit,Strategy Consulting
30639,9,Adams LLC,2,16/02/2023,03:13:03,600,1200,AM,Tax,Market Analysis
30640,4,Tucker Group,6,27/06/2023,12:06:19,900,5400,EM,Advisory,Legal Consultation
30641,4,Mckenzie-Brown,5,27/07/2023,22:30:36,900,4500,AM,Audit,Annual Tax Filing
30642,1,"Dalton, Rowe and Ste",3,04/06/2023,19:02:29,900,2700,EM,Tax,Quarterly Review
30643,3,"Mills, Gonzales and ",1,12/05/2023,01:59:44,900,900,EM,Advisory,Strategy Consulting
30644,6,Hansen Ltd,6,09/07/2023,07:07:48,300,1800,EM,Advisory,Legal Consultation
30645,9,Torres-Brooks,4,31/07/2023,03:32:59,900,3600,AP,Audit,Quarterly Review
30646,3,Gill Ltd,4,29/05/2023,08:54:29,1200,4800,EM,Tax,Strategy Consulting
30647,6,"Williams, Mosley and",2,13/08/2023,11:22:13,900,1800,AM,Legal,Legal Consultation
30648,9,Bates-Phelps,1,13/03/2023,23:36:52,900,900,EM,Management,Legal Consultation
30649,4,Vargas and Sons,7,14/03/2023,06:36:37,300,2100,EA,Tax,Strategy Consulting
30650,1,Greene Inc,6,26/05/2023,07:41:19,1500,9000,AM,Legal,Strategy Consulting
30651,8,Summers-Mullen,5,09/07/2023,01:26:38,600,3000,AP,Legal,Legal Consultation
30652,9,"Ryan, Kelley and Cla",8,26/09/2023,03:22:35,900,7200,AP,Management,Strategy Consulting
30653,6,Blackburn PLC,6,23/02/2023,16:18:58,900,5400,AM,Tax,Annual Tax Filing
30654,7,Peck Ltd,4,12/04/2023,14:23:53,1200,4800,EM,Tax,Legal Consultation
30655,8,"Barry, Stewart and L",3,21/09/2023,04:26:34,1200,3600,EA,Tax,Legal Consultation
30656,8,"Edwards, Andrade and",1,22/04/2023,22:24:09,300,300,AP,Tax,Annual Tax Filing
30657,5,"Cooper, Sandoval and",5,11/09/2023,08:40:08,1500,7500,EM,Audit,Market Analysis
30658,1,Howard-Wilson,1,24/12/2023,16:05:33,300,300,AP,Advisory,Annual Tax Filing
30659,6,Barber Ltd,3,03/09/2023,22:53:31,600,1800,AM,Management,Quarterly Review
30660,1,"Ball, Padilla and Me",1,13/09/2023,09:10:01,300,300,EM,Audit,Quarterly Review
30661,1,Booth-Porter,2,20/11/2023,11:06:24,1200,2400,EM,Advisory,Annual Tax Filing
30662,1,Obrien-Krueger,6,16/02/2023,12:06:55,600,3600,EA,Management,Strategy Consulting
30663,6,Fields-Watson,4,20/02/2023,11:24:32,1200,4800,AM,Legal,Annual Tax Filing
30664,4,Jordan and Sons,1,08/08/2023,02:45:30,900,900,AP,Tax,Legal Consultation
30665,6,Wood and Sons,1,26/11/2023,18:06:59,1500,1500,EA,Audit,Strategy Consulting
30666,3,Rodriguez-Duncan,2,11/07/2023,06:10:40,300,600,EA,Audit,Market Analysis
30667,7,Gonzalez Ltd,3,26/05/2023,12:34:09,1500,4500,EM,Legal,Annual Tax Filing
30668,7,"Giles, Henderson and",6,06/03/2023,16:13:09,1200,7200,AP,Advisory,Strategy Consulting
30669,3,Wright-Ford,8,13/01/2023,01:31:04,900,7200,AP,Audit,Annual Tax Filing
30670,4,"Garner, Dunn and Van",8,19/07/2023,18:46:22,300,2400,AP,Management,Quarterly Review
30671,5,Mayer-Perkins,3,05/12/2023,01:43:03,900,2700,AM,Advisory,Market Analysis
30672,2,"Mercer, Davis and Fo",5,04/04/2023,07:33:08,300,1500,AP,Management,Strategy Consulting
30673,6,Olson-Carroll,4,05/11/2023,13:34:03,300,1200,AM,Legal,Quarterly Review
30674,4,Vance-Davis,1,24/10/2023,15:38:04,300,300,AP,Tax,Legal Consultation
30675,1,"Wheeler, Nash and An",3,08/12/2023,23:04:03,900,2700,EM,Legal,Market Analysis
30676,7,"Kelley, Porter and R",7,14/05/2023,16:25:04,900,6300,AM,Legal,Market Analysis
30677,8,"Lambert, Jones and S",6,17/08/2023,23:30:45,1200,7200,EM,Legal,Annual Tax Filing
30678,7,"Nelson, Hudson and H",2,15/01/2023,03:26:31,1200,2400,AP,Advisory,Legal Consultation
30679,5,Welch-Burke,8,06/03/2023,13:05:03,1500,12000,EM,Management,Strategy Consulting
30680,8,Robinson LLC,1,25/10/2023,09:46:57,900,900,EM,Audit,Annual Tax Filing
30681,7,Fernandez-Hartman,1,14/11/2023,20:59:16,600,600,EA,Management,Legal Consultation
30682,2,"Mitchell, Allen and ",4,24/08/2023,20:50:46,900,3600,EM,Tax,Market Analysis
30683,6,Obrien LLC,4,25/06/2023,13:38:26,1200,4800,EM,Management,Market Analysis
30684,1,"Rogers, Perez and Ro",3,18/10/2023,15:29:10,600,1800,AP,Advisory,Annual Tax Filing
30685,2,"Manning, Hines and J",6,02/11/2023,21:19:11,600,3600,EM,Legal,Annual Tax Filing
30686,7,Brown Ltd,4,16/09/2023,04:12:34,1200,4800,EM,Audit,Market Analysis
30687,6,"Allen, Thomas and Ar",1,21/04/2023,09:02:05,1500,1500,AM,Tax,Quarterly Review
30688,3,"Scott, Sanchez and P",6,16/07/2023,13:26:15,1200,7200,AP,Tax,Legal Consultation
30689,1,Simmons LLC,5,28/01/2023,17:32:49,300,1500,EM,Tax,Quarterly Review
30690,2,"Ball, Padilla and Me",4,19/07/2023,13:29:37,1500,6000,EM,Tax,Market Analysis
30691,7,Wright-Ford,6,21/10/2023,12:52:38,600,3600,EM,Management,Strategy Consulting
30692,4,"Perez, Price and Mas",8,13/01/2023,02:49:34,900,7200,EM,Audit,Quarterly Review
30693,4,Curry-Diaz,4,23/12/2023,17:36:05,1500,6000,AM,Advisory,Quarterly Review
30694,7,King-Wilson,1,11/06/2023,14:12:26,600,600,AM,Advisory,Annual Tax Filing
30695,5,Lee-Strickland,7,04/08/2023,10:15:42,900,6300,AP,Management,Quarterly Review
30696,4,"Williams, Hodge and ",2,04/03/2023,18:11:31,1500,3000,AM,Advisory,Legal Consultation
30697,6,Rojas-Lawrence,2,31/10/2023,04:05:25,300,600,EM,Legal,Strategy Consulting
30698,6,"Atkins, Johnson and ",1,14/12/2023,19:41:46,900,900,AP,Advisory,Quarterly Review
30699,3,"Stewart, Weiss and O",1,09/03/2023,14:21:38,900,900,EM,Tax,Strategy Consulting
30700,2,Kelly Ltd,3,31/03/2023,00:34:37,600,1800,EA,Legal,Market Analysis
30701,3,"Ferguson, Padilla an",1,26/01/2023,21:31:58,300,300,AM,Tax,Strategy Consulting
30702,2,"May, Gutierrez and C",4,18/06/2023,20:15:38,1500,6000,AM,Legal,Quarterly Review
30703,9,Young-Alexander,2,21/12/2023,00:28:20,1200,2400,AP,Management,Legal Consultation
30704,6,Herrera-Schroeder,6,22/11/2023,12:28:45,300,1800,AP,Tax,Strategy Consulting
30705,3,"Jackson, Mendoza and",3,18/10/2023,05:44:22,1500,4500,AP,Management,Strategy Consulting
30706,8,Stephenson Inc,4,27/09/2023,13:17:15,600,2400,AP,Advisory,Market Analysis
30707,8,Rodriguez Ltd,3,08/10/2023,00:06:25,600,1800,AM,Management,Quarterly Review
30708,1,Reed Ltd,8,29/04/2023,08:03:00,900,7200,EM,Tax,Annual Tax Filing
30709,4,Hubbard-Anthony,5,17/05/2023,04:47:42,1200,6000,EA,Audit,Annual Tax Filing
30710,1,"Morgan, Hendrix and ",4,04/07/2023,16:24:55,900,3600,AP,Tax,Quarterly Review
30711,5,Johnson Ltd,3,05/04/2023,10:22:53,1500,4500,AP,Management,Strategy Consulting
30712,2,Villa Ltd,3,20/10/2023,05:02:35,900,2700,EM,Audit,Annual Tax Filing
30713,3,"Munoz, Williams and ",2,22/09/2023,15:18:17,300,600,EM,Management,Quarterly Review
30714,1,"Walton, Henry and Be",1,11/06/2023,21:57:17,600,600,EM,Legal,Legal Consultation
30715,4,"Anderson, Li and Cas",1,19/01/2023,00:53:37,900,900,EM,Tax,Quarterly Review
30716,3,Manning PLC,6,26/07/2023,07:10:00,900,5400,AM,Audit,Annual Tax Filing
30717,1,Sanders and Sons,4,29/03/2023,18:28:57,1200,4800,EM,Legal,Strategy Consulting
30718,7,Evans-Smith,7,21/07/2023,11:17:47,300,2100,AP,Audit,Annual Tax Filing
30719,7,Ruiz LLC,8,10/08/2023,16:28:36,300,2400,AP,Advisory,Annual Tax Filing
30720,3,"Scott, Goodwin and G",1,26/04/2023,13:05:53,600,600,AM,Tax,Quarterly Review
30721,1,"Dodson, Jordan and Y",8,10/10/2023,07:51:47,1200,9600,EM,Advisory,Legal Consultation
30722,8,Frederick PLC,4,19/05/2023,19:07:13,900,3600,AP,Management,Market Analysis
30723,4,Henderson-Lang,1,24/03/2023,09:47:21,900,900,EM,Audit,Annual Tax Filing
30724,7,Martin-Kelley,3,09/01/2023,05:37:12,600,1800,EM,Management,Market Analysis
30725,7,"Weaver, Lee and Ande",2,12/05/2023,19:03:17,900,1800,AM,Audit,Legal Consultation
30726,2,"Sullivan, Goodwin an",8,11/02/2023,22:25:06,600,4800,EM,Legal,Legal Consultation
30727,5,"White, Kim and Black",6,20/04/2023,00:05:44,1200,7200,AP,Advisory,Market Analysis
30728,7,"Richardson, Kelley a",6,08/10/2023,12:15:27,900,5400,AM,Audit,Strategy Consulting
30729,6,Scott LLC,2,23/04/2023,18:43:59,1500,3000,AM,Audit,Quarterly Review
30730,7,Hopkins-Howell,7,03/05/2023,05:06:35,900,6300,AM,Audit,Annual Tax Filing
30731,7,Weeks PLC,1,23/11/2023,10:37:12,900,900,AP,Legal,Strategy Consulting
30732,3,"Ryan, Kelley and Cla",2,30/09/2023,07:52:43,300,600,AP,Advisory,Market Analysis
30733,9,"Salazar, Franco and ",3,06/09/2023,17:11:54,1500,4500,EA,Advisory,Annual Tax Filing
30734,6,Lewis-Mason,6,28/02/2023,14:06:03,1200,7200,AM,Tax,Strategy Consulting
30735,3,Henry Inc,5,17/01/2023,17:50:31,1200,6000,EM,Advisory,Quarterly Review
30736,2,Washington-Armstrong,7,20/12/2023,02:52:05,1500,10500,AP,Tax,Strategy Consulting
30737,1,Garza-Bell,8,12/08/2023,08:44:36,300,2400,AM,Advisory,Market Analysis
30738,6,Cooper-Griffin,6,03/12/2023,15:37:24,900,5400,AP,Audit,Strategy Consulting
30739,2,"Warren, Haynes and S",1,01/06/2023,00:48:51,600,600,AP,Tax,Market Analysis
30740,1,"Salazar, Franco and ",8,28/03/2023,09:25:55,1500,12000,EA,Audit,Quarterly Review
30741,8,Durham-Thomas,8,11/07/2023,14:03:10,1500,12000,EM,Advisory,Quarterly Review
30742,2,"Bush, Jones and Park",2,29/04/2023,19:00:36,300,600,EM,Advisory,Quarterly Review
30743,5,"Mccarthy, Fisher and",5,11/03/2023,21:20:44,1200,6000,AM,Audit,Strategy Consulting
30744,5,"Mcdowell, Sheppard a",4,05/03/2023,06:11:55,1500,6000,EM,Tax,Strategy Consulting
30745,7,Woodard Ltd,4,11/03/2023,07:47:24,300,1200,AP,Tax,Quarterly Review
30746,8,"Mckinney, Ferguson a",4,08/03/2023,00:14:53,1500,6000,AM,Tax,Quarterly Review
30747,2,"Brown, Alvarado and ",4,11/07/2023,18:05:16,1500,6000,EM,Tax,Annual Tax Filing
30748,9,Torres-Roberts,5,06/04/2023,08:03:40,300,1500,AM,Legal,Strategy Consulting
30749,9,Leon-Vincent,4,14/09/2023,23:39:21,1500,6000,EM,Management,Legal Consultation
30750,7,"Page, Edwards and Ad",2,22/03/2023,05:05:24,1500,3000,EA,Management,Quarterly Review
30751,2,"Scott, Giles and May",8,31/08/2023,11:20:14,600,4800,EM,Tax,Annual Tax Filing
30752,9,"Floyd, Jones and Hil",2,07/09/2023,15:28:00,900,1800,EM,Tax,Quarterly Review
30753,4,Sullivan-Romero,3,11/06/2023,18:30:11,600,1800,AP,Management,Market Analysis
30754,7,Hernandez-Villanueva,4,05/03/2023,03:37:52,1200,4800,EM,Tax,Strategy Consulting
30755,1,Garcia Inc,6,10/04/2023,20:20:35,900,5400,EM,Audit,Quarterly Review
30756,8,Scott-Mcconnell,3,18/04/2023,11:19:02,1500,4500,AM,Legal,Quarterly Review
30757,6,Myers PLC,3,12/01/2023,04:42:29,1500,4500,EM,Audit,Quarterly Review
30758,5,Davidson PLC,3,02/06/2023,17:55:11,1500,4500,AP,Management,Strategy Consulting
30759,4,Johnson-Russo,6,03/12/2023,08:58:48,600,3600,EM,Management,Legal Consultation
30760,6,"Johnson, Richmond an",8,15/10/2023,17:24:15,600,4800,AM,Advisory,Market Analysis
30761,4,Lewis-Mason,7,12/01/2023,18:11:54,900,6300,AP,Management,Market Analysis
30762,2,Morales Ltd,4,27/06/2023,17:59:30,600,2400,AP,Tax,Quarterly Review
30763,2,Allen-Alvarado,6,29/07/2023,04:35:10,900,5400,EA,Advisory,Strategy Consulting
30764,5,"Smith, Watkins and U",5,14/05/2023,00:55:37,900,4500,AP,Tax,Legal Consultation
30765,5,Johnson Inc,1,02/07/2023,09:13:56,1200,1200,EM,Advisory,Annual Tax Filing
30766,7,Anderson Group,7,19/11/2023,02:50:19,600,4200,EM,Legal,Market Analysis
30767,5,Butler-Smith,5,05/02/2023,04:12:01,1500,7500,EM,Tax,Quarterly Review
30768,3,Mccoy LLC,8,01/11/2023,16:58:23,300,2400,EA,Advisory,Annual Tax Filing
30769,5,"Sherman, Browning an",2,08/03/2023,18:36:51,300,600,EM,Advisory,Legal Consultation
30770,3,Bruce-Gordon,8,07/10/2023,18:31:47,900,7200,AP,Tax,Annual Tax Filing
30771,4,"Walls, Flynn and Hun",7,12/09/2023,08:02:13,900,6300,AM,Legal,Quarterly Review
30772,3,Duncan Ltd,1,31/07/2023,02:37:04,1500,1500,EM,Audit,Market Analysis
30773,8,"Yoder, Nelson and Ru",1,06/09/2023,00:59:22,1200,1200,EM,Management,Annual Tax Filing
30774,6,White-Lynch,5,03/05/2023,09:24:45,900,4500,AP,Tax,Quarterly Review
30775,4,Fox-Kennedy,6,10/10/2023,03:45:51,1200,7200,AP,Legal,Strategy Consulting
30776,7,Sanders Inc,1,17/12/2023,21:07:16,1500,1500,AP,Tax,Quarterly Review
30777,3,Fletcher-Johnson,1,30/05/2023,18:18:23,600,600,AP,Tax,Market Analysis
30778,7,"Lynch, Kidd and Coll",3,29/05/2023,10:04:27,900,2700,AP,Management,Market Analysis
30779,1,"Schaefer, Howe and N",8,27/02/2023,12:04:13,600,4800,AP,Legal,Annual Tax Filing
30780,8,"Howard, Ray and Well",1,05/09/2023,03:55:43,300,300,AP,Audit,Quarterly Review
30781,2,Holloway-Tyler,6,07/08/2023,03:57:39,1500,9000,AP,Management,Market Analysis
30782,1,Herrera and Sons,1,10/05/2023,21:11:54,1500,1500,AP,Legal,Quarterly Review
30783,3,Atkinson-Hanna,1,20/03/2023,19:50:53,900,900,EM,Management,Market Analysis
30784,8,"Reyes, Perez and Lee",2,13/10/2023,21:39:13,900,1800,AP,Legal,Strategy Consulting
30785,4,"Irwin, Lee and Marti",1,16/04/2023,19:45:03,900,900,EM,Legal,Strategy Consulting
30786,7,Moore Ltd,6,06/09/2023,12:14:30,300,1800,EM,Management,Quarterly Review
